year,month,week,name,articles,facebook,googleplus,twitter
2012,1,2,sadie whitelocks,9,474,11,120
2012,1,2,lee moran,15,2323,56,440
2012,1,2,ivan speck,2,63,0,34
2012,1,2,kirsty walker,4,22,0,36
2012,1,2,anthony bond,4,54,0,22
2012,1,2,this is money reporter,14,8,0,11
2012,1,2,james chapman,13,352,6,131
2012,1,2,sportsmail reporter,206,6145,40,1939
2012,1,2,paul thompson,8,566,3,76
2012,1,2,rob waugh,20,4824,227,972
2012,1,2,david gerges,3,90,0,28
2012,1,2,daily mail reporter,174,9815,153,1692
2012,1,2,kirsty mccormack,20,2355,25,531
2012,1,2,shona sibary,2,453,4,77
2012,1,2,j j anisiobi,17,1320,18,240
2012,1,2,sean poulter,5,833,8,145
2012,1,2,emily sheridan,11,697,14,138
2012,1,2,carol davis,1,10,0,6
2012,1,2,emily allen,5,557,42,114
2012,1,2,alex brummer,6,10,0,2
2012,1,2,ted thornhill,7,1363,89,285
2012,1,2,alanah eriksen,13,433,4,81
2012,1,2,laura schreffler,12,373,11,125
2012,1,2,holly thomas,15,555,19,134
2012,1,2,sarah bull,4,134,4,49
2012,1,2,sam turner,4,0,0,1
2012,1,2,deborah arthurs,8,695,26,215
2012,1,2,matt barlow,2,21,0,4
2012,1,2,paul newman,1,1,0,1
2012,1,2,john chatfeild-roberts,1,2,0,1
2012,1,2,chris greenwood,2,624,2,87
2012,1,2,nigel colborn,1,24,0,3
2012,1,2,richard littlejohn,2,55,0,123
2012,1,2,emma reynolds,20,3655,87,514
2012,1,2,martin keown,2,14,0,5
2012,1,2,mark duell,18,1074,25,208
2012,1,2,dr jenna ward,1,247,0,17
2012,1,2,stephen mcgowan,3,124,1,21
2012,1,2,craig mackenzie,8,2056,79,455
2012,1,2,roger lewis,1,18,1,19
2012,1,2,claire bates,9,1097,13,369
2012,1,2,chris brooke,3,80,3,36
2012,1,2,rebecca seales,9,325,5,100
2012,1,2,mike dickson,2,2,0,14
2012,1,2,ben todd,2,134,2,31
2012,1,2,gareth finighan,7,501,17,169
2012,1,2,wendy driver,1,2,0,1
2012,1,2,lizzie enfield,1,18,0,13
2012,1,2,mike larkin,13,298,9,81
2012,1,2,eleanor harding,3,290,17,97
2012,1,2,john edwards,2,12,0,5
2012,1,2,luke salkeld,3,207,2,70
2012,1,2,meghan keneally,7,858,19,52
2012,1,2,mike o'brien,6,774,17,129
2012,1,2,leon watson,11,739,17,165
2012,1,2,ruth sunderland,3,5,0,4
2012,1,2,damien gayle,8,326,4,72
2012,1,2,gavin allen,10,566,10,130
2012,1,2,simon jones - the insider,2,8,0,5
2012,1,2,travelmail reporter,6,76,2,53
2012,1,2,denise van outen,1,16,0,15
2012,1,2,marissa charles,11,752,8,79
2012,1,2,martyn cox,1,32,0,8
2012,1,2,sam greenhill,1,29,2,1
2012,1,2,paul scott,1,16,2,7
2012,1,2,jeff powell,2,37,1,3
2012,1,2,lauren paxman,3,51,2,27
2012,1,2,fiona macrae,6,94,4,29
2012,1,2,allan hall,1,247,6,76
2012,1,2,reuters reporter,4,257,4,44
2012,1,2,richard shears,3,43,9,18
2012,1,2,frank barrett,1,0,0,0
2012,1,2,simon crompton,1,264,3,33
2012,1,2,jason groves,1,1,0,1
2012,1,2,ian drury,2,324,0,60
2012,1,2,colin young,4,29,0,13
2012,1,2,chris parsons,9,754,28,98
2012,1,2,phil cadden,1,0,0,3
2012,1,2,richard kay,2,65,1,8
2012,1,2,hugo duncan,6,2,0,3
2012,1,2,tamara abraham,4,864,8,72
2012,1,2,ellen connolly,15,2148,37,229
2012,1,2,roger dobson,1,21,0,3
2012,1,2,jack doyle,1,13,0,6
2012,1,2,sami mokbel,4,102,0,29
2012,1,2,thomas durante,3,18,0,3
2012,1,2,robert hardman,2,56,3,18
2012,1,2,rob davies,4,3,0,1
2012,1,2,ross clark,1,0,0,3
2012,1,2,associated press,17,339,17,105
2012,1,2,janine self,1,6,0,3
2012,1,2,megan mccluskie,1,5,0,12
2012,1,2,nick pisa,3,1265,31,64
2012,1,2,michael zennie,7,301,5,33
2012,1,2,nadia mendoza,10,464,15,141
2012,1,2,becky barrow,2,5,0,10
2012,1,2,neil ashton,2,775,0,139
2012,1,2,david blunkett,1,3,1,1
2012,1,2,stuart broad,1,18,1,2
2012,1,2,chris wheeler,3,25,0,14
2012,1,2,lauren thompson,1,2,0,1
2012,1,2,matt lawton,4,306,7,25
2012,1,2,nick wood,2,8,0,14
2012,1,2,nick mcdermott,1,7,2,5
2012,1,2,lindsay johns,1,20,0,1
2012,1,2,tony hazell,4,219,0,4
2012,1,2,jane gordon,2,53,0,36
2012,1,2,george pitcher,1,135,0,5
2012,1,2,mrs moneypenny,1,16,4,9
2012,1,2,peter allen,3,142,7,51
2012,1,2,this is money,2,35,1,5
2012,1,2,ask the experts,1,35,1,5
2012,1,2,leah simpson,11,639,21,134
2012,1,2,linda harrison,1,50,0,14
2012,1,2,rachel rickard straus,2,5,0,3
2012,1,2,money mail,1,2,0,0
2012,1,2,james slack,1,1,0,4
2012,1,2,richard hartley-parkinson,7,403,13,79
2012,1,2,luke benedict,2,16,0,4
2012,1,2,richard pendlebury,1,11,0,26
2012,1,2,maria realf,1,1,0,3
2012,1,2,dominic king,8,354,5,91
2012,1,2,charles walford,5,90,2,53
2012,1,2,wil longbottom,8,70,2,17
2012,1,2,sarah gordon,2,117,3,43
2012,1,2,dan ripley,6,53,2,52
2012,1,2,martin domin,1,29,0,16
2012,1,2,tanya jefferies,3,3,0,0
2012,1,2,stephen wright,2,56,1,17
2012,1,2,michael burleigh,1,9,2,4
2012,1,2,ephraim hardcastle,3,13,0,3
2012,1,2,tamara cohen,6,598,52,180
2012,1,2,nick enoch,2,91,0,13
2012,1,2,dan hyde,5,12,0,1
